timestamp,packet_id,temperature,humidity,gas,alert,alert_cause
2026-06-03T00:25:10.941823,20,27.0,35,153,0,none
2026-06-03T00:25:13.074712,21,27.0,35,153,0,none
2026-06-03T00:25:15.252223,22,27.0,35,152,0,none
2026-06-03T00:25:17.457333,23,27.0,35,153,0,none
2026-06-03T00:25:19.605689,24,27.0,35,152,0,none
2026-06-03T00:25:21.785417,25,27.0,35,152,0,none
2026-06-03T00:25:23.933972,26,27.0,35,152,0,none
2026-06-03T00:25:26.082296,27,27.0,35,152,0,none
2026-06-03T00:25:28.213353,28,27.0,35,153,0,none
2026-06-03T00:25:30.410502,29,27.0,34,152,0,none
2026-06-03T00:25:32.566783,30,27.0,35,153,0,none
2026-06-03T00:25:34.707607,31,27.0,35,153,0,none
2026-06-03T00:25:36.925989,32,27.0,35,153,0,none
2026-06-03T00:25:39.043371,33,27.0,35,153,0,none
2026-06-03T00:25:41.181790,34,27.0,35,152,0,none
2026-06-03T00:25:43.379630,35,27.0,35,152,0,none
2026-06-03T00:25:45.519990,36,27.0,35,152,0,none
2026-06-03T00:25:47.726897,37,26.0,36,152,0,none
2026-06-03T00:25:49.894888,38,27.0,35,162,0,none
2026-06-03T00:25:52.019899,39,27.0,35,179,0,none
2026-06-03T00:25:54.189592,40,28.0,35,220,0,none
2026-06-03T00:25:56.465065,41,29.0,34,248,0,none
2026-06-03T00:25:58.475849,42,31.0,35,281,1,temperature
2026-06-03T00:26:00.652711,43,32.0,36,245,1,temperature
2026-06-03T00:26:02.824598,44,34.0,36,216,1,temperature
2026-06-03T00:26:04.971075,45,36.0,36,197,1,temperature
2026-06-03T00:26:07.161978,46,38.0,35,186,1,temperature
2026-06-03T00:26:09.325042,47,41.0,33,177,1,temperature
2026-06-03T00:26:11.496372,48,42.0,33,174,1,temperature
2026-06-03T00:26:13.650718,49,42.0,32,172,1,temperature
2026-06-03T00:26:15.791104,50,43.0,31,171,1,temperature
2026-06-03T00:26:18.004443,51,43.0,31,167,1,temperature
2026-06-03T00:26:20.160378,52,43.0,31,165,1,temperature
2026-06-03T00:26:22.308892,53,42.0,31,166,1,temperature
2026-06-03T00:26:24.457443,54,42.0,31,166,1,temperature
2026-06-03T00:26:26.605784,55,43.0,29,166,1,temperature
2026-06-03T00:26:28.793965,56,42.0,30,166,1,temperature
2026-06-03T00:26:30.957203,57,42.0,30,166,1,temperature
2026-06-03T00:26:33.082209,58,42.0,29,166,1,temperature
2026-06-03T00:26:35.347817,59,42.0,29,166,1,temperature
2026-06-03T00:26:37.418104,60,42.0,29,164,1,temperature
2026-06-03T00:26:39.582226,61,42.0,29,163,1,temperature
2026-06-03T00:26:41.754384,62,42.0,29,162,1,temperature
2026-06-03T00:26:43.900488,63,41.0,29,162,1,temperature
2026-06-03T00:26:48.136684,65,41.0,28,159,1,temperature
2026-06-03T00:26:50.316631,66,40.0,29,158,1,temperature
2026-06-03T00:26:52.463547,67,40.0,29,158,1,temperature
2026-06-03T00:26:54.676048,68,39.0,29,157,1,temperature
2026-06-03T00:26:56.831954,69,39.0,29,159,1,temperature
2026-06-03T00:26:58.989117,70,39.0,29,157,1,temperature
2026-06-03T00:27:01.111292,71,39.0,29,157,1,temperature
2026-06-03T00:27:03.324173,72,39.0,29,157,1,temperature
2026-06-03T00:27:05.519456,73,39.0,29,157,1,temperature
2026-06-03T00:27:07.652253,74,39.0,29,157,1,temperature
2026-06-03T00:27:09.800705,75,39.0,29,156,1,temperature
2026-06-03T00:27:11.958014,76,39.0,29,156,1,temperature
2026-06-03T00:27:14.127432,77,39.0,28,156,1,temperature
2026-06-03T00:27:16.269684,78,39.0,28,156,1,temperature
2026-06-03T00:27:18.496240,79,39.0,28,156,1,temperature
2026-06-03T00:27:20.597748,80,39.0,28,156,1,temperature
2026-06-03T00:27:22.777441,81,39.0,28,156,1,temperature
2026-06-03T00:27:24.973023,82,39.0,28,155,1,temperature
2026-06-03T00:27:27.144444,83,39.0,28,153,1,temperature
2026-06-03T00:27:29.246468,84,39.0,28,157,1,temperature
2026-06-03T00:27:31.425713,85,38.0,29,162,1,temperature
2026-06-03T00:27:33.611200,86,38.0,29,168,1,temperature
2026-06-03T00:27:35.767412,87,38.0,29,173,1,temperature
2026-06-03T00:27:37.941286,88,38.0,29,178,1,temperature
2026-06-03T00:27:40.089711,89,38.0,28,184,1,temperature
2026-06-03T00:27:42.296747,90,38.0,28,189,1,temperature
2026-06-03T00:27:44.394908,91,38.0,28,194,1,temperature
2026-06-03T00:27:46.621057,92,36.0,29,198,1,temperature
2026-06-03T00:27:48.715194,93,36.0,29,203,1,temperature
2026-06-03T00:27:50.949158,94,36.0,29,206,1,temperature
2026-06-03T00:27:53.090239,95,36.0,29,211,1,temperature
2026-06-03T00:27:55.238356,96,35.0,29,214,1,temperature
2026-06-03T00:27:57.418052,97,35.0,29,213,1,temperature
2026-06-03T00:27:59.633520,98,35.0,29,211,1,temperature
2026-06-03T00:28:01.769694,99,35.0,29,208,1,temperature
2026-06-03T00:28:03.902436,100,35.0,29,208,1,temperature
2026-06-03T00:28:06.027571,101,35.0,29,210,1,temperature
2026-06-03T00:28:08.238635,102,35.0,29,212,1,temperature
2026-06-03T00:28:10.355789,103,35.0,29,214,1,temperature
2026-06-03T00:28:12.533471,104,34.0,30,217,1,temperature
2026-06-03T00:28:14.707285,105,34.0,30,219,1,temperature
2026-06-03T00:28:16.879156,106,34.0,30,222,1,temperature
2026-06-03T00:28:19.066604,107,34.0,30,224,1,temperature
2026-06-03T00:28:21.191590,108,34.0,30,227,1,temperature
2026-06-03T00:28:23.379002,109,33.0,30,229,1,temperature
2026-06-03T00:28:25.496147,110,33.0,30,231,1,temperature
2026-06-03T00:28:27.676276,111,33.0,30,232,1,temperature
